x,y,z,color
478.0507710955286,3630.9024840589395,657.7246762329154,1
478.32171187672884,3631.2498959765157,657.7915251733237,1
477.52795385590616,3630.2321053180403,657.5956820728591,1
477.0764314883943,3629.6531439271744,657.4842784233048,1
479.6335537373077,3632.9319960070898,658.1151945669619,1
477.5279335887261,3630.2320793305908,657.5956770723586,1
477.15246178708935,3629.7506332447538,657.5030373007398,1
477.5992233940418,3630.323490183762,657.6132663327356,1
477.0954421031446,3629.6775201546866,657.4889688927384,1
478.0983432335605,3630.9634830994814,657.7364136576261,1
479.3816813323208,3632.609034381256,658.0530503474137,1
476.8673025658268,3629.384989832069,657.432680259232,1
478.1221065019989,3630.9939533838715,657.7422767444184,1
476.9243344100795,3629.458118514606,657.4467516675336,1
477.45667418418043,3630.1407074585936,657.5780953127323,1
475.5554809724283,3627.7029157889456,657.1090158660944,1
476.72471079488764,3629.202152533258,657.3974987381778,1
477.076421354804,3629.6531309334496,657.4842759230544,1
477.49467717322,3630.189436524914,657.5874717511497,1
477.97952689136787,3630.81113167753,657.7070982236646,1
477.095417782529,3629.677488969747,657.4889628921379,1
478.1221166355889,3630.993966377596,657.7422792446687,1
477.0764314883943,3629.6531439271744,657.4842784233048,1
477.5802735808303,3630.2991919185974,657.608590864803,1
477.3806378053307,3630.0432103447793,657.5593349351469,1
478.5974225387191,3631.6034240403014,657.8595509815158,1
479.40538987937373,3632.6394344995333,658.0588999328548,1
476.2684398271243,3628.617102283004,657.2849234713651,1
477.8131536115279,3630.597800705623,657.6660491153676,1
500.3186712659319,3659.455342969027,663.2188123497253,1
653.294473699629,3855.607493379337,700.9623748193476,1
734.7848925316422,3960.098011732162,721.0684220825733,1
784.6915867495652,4024.0905205798167,733.3818494410142,1
2262.2623906439744,-9266.832153054936,833.6651395157052,1
2262.5649145207612,-9269.273952917572,833.7731837574148,1
2262.4347119687636,-9268.223032319307,833.726682845987,1
2259.3005978060387,-9242.92625372017,832.6073563592995,1
839.0185529047542,4093.7508921358153,746.7858859503318,1
2242.616947703622,-9108.265363607808,826.6489098941508,1
2221.9045221875936,-8941.086500514148,819.2516150669976,1
2199.170125668738,-8757.587442897671,811.132187738835,1
1156.424904381078,4500.742961505457,825.0992287444902,1
2145.684573844552,-8325.88263174531,792.0302049444829,1
1404.5441473989317,4818.892121711528,886.317434498428,1
1416.5574417440357,4834.296084180202,889.2814622620798,1
1403.2489980594614,4817.231425549141,885.9978836333624,1
1340.794373922589,4737.149421515694,870.5885184257603,1
1267.1464234502273,4642.714853246459,852.4174353185607,1
997.0741167846488,4296.416531054709,785.78277273939,1
910.8464338102035,4185.851688960373,764.5079051643866,1
823.2643357370723,4073.5501575993117,742.8988641444739,1
762.904943974612,3996.154750591745,728.0064534666333,1
875.5217300971688,4140.556835227398,755.7922773323855,1
589.5506036159953,3773.872362767426,685.2349152846942,1
503.13283898355064,3663.063789799469,663.9131490576237,1
403.8265489003795,3535.7289954124494,639.4114101959815,1
311.5388642870057,3417.3937586932448,616.6413646465136,1
195.35927966657027,3268.4233006565746,587.9764951700697,1
103.37257871963595,3150.473998133963,565.2807110111999,1
5.95158900130923,3025.5566169250433,541.2441303704165,1
-77.80838072616075,2918.1559828445866,520.578119147938,1
-154.09826315068005,2820.333815847913,501.7551948861873,1
-232.7765499693436,2719.4491340580007,482.3429820636386,1
-152.41293452478374,2822.4948166654176,502.1710142854739,1
-264.06128186457545,2679.3345058708437,474.624132325002,1
-325.6603553758133,2600.349525630266,459.42585624372464,1
-589.7120902009683,2261.771039480627,394.27664316536857,1
-674.6385670241698,2152.8746598531206,373.322820846373,1
-761.803011720809,2041.108661606589,351.81682701467895,1
-841.5427312854544,1938.86296511809,332.14272798190655,1
-905.4212840769044,1856.9551385481186,316.38203832121235,1
-1020.3670314965649,1709.5667596137505,288.02159222888486,1
-1091.99493390734,1617.7223838122704,270.34891350323574,1
-1204.3086873865095,1473.7088606595414,242.63785657005755,1
-1325.7006697814777,1318.0548421119745,212.68693754924286,1
-1198.3139069186022,1481.3956258950261,244.1169425920458,1
-1304.8290842679717,1344.8172863405073,217.8365623862201,1
-1495.1873960286193,1100.7316753726484,170.86965182097615,1
-1733.1291526769546,795.6325257263723,112.16252681615327,1
-1635.211092334831,921.187272258516,136.32174918093892,1
-1960.9570415694252,503.5018121184569,55.950786005300756,1
-1884.1740929780715,601.956209751482,74.89536397550387,1
-2157.1159891120296,251.97837657784612,7.552690536845091,1
-2166.3605749599715,240.1245711728218,5.271783374362144,1
-2401.4189604575936,-61.277396025998314,-52.723930430658555,1
-2521.084071877499,-214.7171463700265,-82.24878035108378,1
-2655.75281444359,-387.3951975856121,-115.47546075991369,1
-2796.0776675317356,-567.3257568724689,-150.09766750315728,1
-2751.6946265342876,-510.415913649573,-139.14708542528223,1
-3068.8928385981644,-917.1410977165249,-217.40907419618262,1
-3211.5387499305634,-1100.0478176679749,-252.60395325389607,1
-3349.032163138634,-1276.347783015146,-286.5275617463546,1
-3474.5627078925127,-1437.308444138811,-317.4995840033864,1
-3576.633708165925,-1568.188268788457,-342.6834569680413,1
-3671.0285748518854,-1689.2254249502685,-365.97340538401664,1
-3561.0376628259473,-1548.1903489693455,-338.8354607346262,1
-3805.993847974813,-1862.2837003938719,-399.2732484722903,1
-3823.8617976749442,-1885.1947536542277,-403.68178933288345,1
-3772.861942440911,-1819.8005467560095,-391.0986474807482,1
-3722.3849095132623,-1755.0767250955098,-378.6445010387862,1
-3676.423262398193,-1696.1427252432904,-367.30443109637656,1
-3641.417302854077,-1651.2565789867235,-358.667446685492,1
-2562.9990285271942,-2705.0966571952927,-354.9248571320885,1
-2472.9811679994586,-2811.8032222028887,-333.010396703988,1
-2381.8553064948555,-2919.8232040987946,-310.82619821035814,1
-2305.106274373361,-3010.8009893664093,-292.14197690737245,1
-2214.4614175937004,-3118.2507915040965,-270.07487694228666,1
-2113.662760433146,-3237.7368401607087,-245.5358780080693,1
-3066.6827026295286,-914.3071663623489,-216.86376962074354,1
-1978.8428415925407,-3397.551463056033,-212.71454945136762,1
-2900.4222299132866,-701.1208405990931,-175.84249410944645,1
-2828.7229971628362,-609.1850019695432,-158.1522161224194,1
-2756.2347590452514,-516.237466738397,-140.26726765228628,1
-2678.469970193943,-416.5241113141026,-121.08044124411302,1
-2603.9291152357246,-320.9446225265558,-102.68905273105733,1
-2514.857605756421,-206.73330382972904,-80.71253076607027,1
-2429.7548559804623,-97.61089944410651,-59.715216802656045,1
-2341.372552221007,15.716690049325734,-37.90874185639797,1
-2240.4897863046576,145.07290952337348,-13.018040733111775,1
-2129.8348489749324,286.9594272956938,14.28373819683901,1
-2013.533305079382,436.0862667580261,42.978698559853456,1
-1921.277304823926,554.3808764313774,65.74092666026502,1
-1828.0230750230235,673.955458942441,88.74944691020733,1
-1727.6157062121129,802.702103810263,113.52285379439462,1
-1627.5647053590624,930.9917983620244,138.20833437869865,1
-1523.5925118739037,1064.3094146813119,163.86128678999006,1
-1428.6035229426275,1186.1083799277708,187.2978223767722,1
-1324.1084970174625,1320.0963944785435,213.07977269849525,1
-1224.8131843145002,1447.4171131967341,237.57880312240368,1
-1132.419300353998,1565.8885232844063,260.37505112761164,1
-1030.0631611265092,1697.13396535928,285.6292761332726,1
-968.7492772373042,1775.7532632059988,300.75718767229137,1
-975.3321484727356,1767.3124227059877,299.1330026198111,1
-979.0633058924642,1762.5281722575132,298.2124179854107,1
-979.4910953923076,1761.9796421698636,298.10686992189795,1
-979.5623649304428,1761.8882573041428,298.08928566202155,1
-978.7543327348137,1762.9243509232106,298.28865061496185,1
-976.5917233030577,1765.6973417086028,298.8222290168157,1
-980.4416362634378,1760.7608178005264,297.8723439499555,1
-963.4733857659917,1782.5182380645415,302.05890295119457,1
-921.7894512447384,1835.9671709273073,312.34353726298036,1
-833.7398231098325,1948.8681894329998,334.0679314943965,1
-726.7020159922533,2086.1166673445123,360.4772596056496,1
-618.5470920519055,2224.797560471762,387.16221280214666,1
-528.1922140730726,2340.6544694315367,409.4553789576717,1
-446.8919723236976,2444.9011345531653,429.51450402480737,1
-362.59721420900746,2552.9874972946186,450.31246303628234,1
-272.3849665087563,2668.661519579426,472.5704381698021,1
-164.89556608853604,2806.4890498378772,499.09118743236115,1
-68.50441258271712,2930.085930781787,522.8736776431427,1
23.656615667703363,3048.2587632673726,545.6124733983866,1
126.3217280528429,3179.9003840079445,570.9429310335986,1
224.01996265868024,3305.173260530569,595.0479160204594,1
311.52283294770086,3417.37320262079,616.6374092506477,1
408.1517711417541,3541.2749813144737,640.4785678331057,1
495.91618938744807,3653.8102914388587,662.132592521763,1
580.1395867616914,3761.805152371066,682.9129447711089,1
652.2597862106369,3854.280772599059,700.7070874388861,1
749.0855317504686,3978.4349061323765,724.5968040954427,1
835.7043983199857,4089.5013406495514,745.9681879967068,1
924.9234123346366,4203.901796002918,767.9811036040599,1
1009.5983219428024,4312.475605332266,788.8728570027101,1
1093.584147434201,4420.165841382919,809.5945933856347,1
1188.3306861724263,4541.653926568756,832.9713094855333,1
1267.2831970554369,4642.890230243046,852.4511813295658,1
1350.3705470475193,4749.428402382427,872.9512377762103,1
1444.237794185572,4869.789022077201,896.111007163543,1
2156.789371405008,-8415.514212054708,795.9962040732171,1
2189.693111629056,-8681.094401005952,807.74753986752,1
2230.332949287501,-9009.115947820545,822.2617676026789,1
2248.844604689799,-9158.53145213909,828.8730731034996,1
2269.553934809906,-9325.68533096567,836.2692624321094,1
2172.3421555417335,-8541.047398301136,801.5507698363334,1
2153.973792730858,-8392.78846989907,794.9906402610208,1
2137.1646177258804,-8276.638956967194,789.3097383976863,1
2051.6085131675395,-8175.221327406466,768.481473243034,1
1966.3242373863152,-8074.125921845576,747.7193836333727,1
1843.7980170397732,-7928.884166266248,717.8909030246639,1
1675.9652452238797,-7729.936330012576,677.032737601319,1
1547.3574366655741,-7577.485500766495,645.7237205365631,1
1373.3685845696382,-7371.240288450526,603.3668838839944,1
1212.3736339347574,-7180.397959327156,564.1733565758773,1
1112.971280153325,-7062.567079282874,539.9742816852664,1
998.2249674943262,-6926.5475738275445,512.0397860941243,1
927.7117440483785,-6842.961674124764,494.8736455548487,1
854.7801286769084,-6756.509028937234,477.1187579175995,1
692.267688038292,-6563.867877393705,437.5558042040786,1
560.6716039419928,-6407.874766470564,405.5193043304477,1
413.04488736487065,-6232.879051876335,369.5802160251558,1
313.61629292159887,-6115.017066328412,345.37475295844166,1
203.60738162969938,-5984.613244516104,318.59355732558225,1
124.5147830046933,-5890.857411314552,299.33880485132977,1
41.232938973432056,-5792.135674850529,279.0641986264909,1
-52.35188620896679,-5681.200853988246,256.2813760165436,1
-98.2729110039279,-5626.766380776244,245.1021003173959,1
-96.27641425859792,-5629.133014558628,245.58813885090314,1
-103.05033479484541,-5621.103254821841,243.93905707241595,1
-116.40082401985,-5605.2776748978185,240.6889379726957,1
-199.57092506432855,-5506.6883978170035,220.44153509669903,1
-354.7147347049454,-5322.7819717823395,182.67244286209194,1
-460.4605937248066,-5197.431543393628,156.92906894339913,1
-487.67885536383255,-5165.167199540625,150.30290037959134,1
611.755806061763,-8707.211065738004,1154.1690573418564,1
687.335830889871,-8951.39268441343,1101.8444247685509,1
748.2834806567046,-9148.300475967815,1059.6498980068968,1
819.2219599924571,-9377.486332283323,1010.5386430821451,1
858.9153727160829,-9505.726588775038,983.058588119635,1
908.3001838213446,-9665.277516961267,948.8691035082998,1
-1182.3596384761308,-4341.697282480542,-18.81414419830901,1
-1300.8220667707437,-4201.272718603219,-47.653312135199826,1
-1364.7685480637701,-4125.47099077834,-63.220807581067675,1
1109.302398321563,-7058.218011493539,539.081108205624,1
865.2277861872157,-6768.893611716306,479.6621951392098,1
821.7400015992446,-6717.343485041802,469.0752812882056,1
619.0574955665979,-6477.08500878962,419.7330981716437,1
433.6465592029275,-6257.300134785492,374.5956043003382,1
264.34926270758183,-6056.616260849998,333.3809066516585,1
90.38136554395578,-5850.39588836952,291.0291713871053,1
-47.7746668859977,-5686.626658916036,257.3956803461054,1
-170.67462296106464,-5540.941879523682,227.47621538401046,1
-305.6997298168151,-5380.884028138495,194.6049346887904,1
-425.2348655698702,-5239.187884071671,165.5046207414174,1
-534.1675291257,-5110.059839070098,138.98543298438017,1
-646.4498053958721,-4976.961185738601,111.65079643920717,1
-754.0403441943424,-4849.42408637637,85.45834317366194,1
-860.2741721238247,-4723.4952229318715,59.59617532566068,1
-960.3847011503635,-4604.824876726254,35.2246982218216,1
-1052.9008115394097,-4495.156903175194,12.70204962523735,1
-1144.1698606234515,-4386.967187687931,-9.517007267881468,1
-1243.5938968606788,-4269.110605406723,-33.72136065896677,1
-1342.8176467581575,-4151.491441202409,-57.876955203296745,1
-1447.6925569482864,-4027.1734296848963,-83.408300380669,1
-1554.1760725971421,-3900.9485881011406,-109.3312536285178,1
-1648.0298526695453,-3789.694949925427,-132.17955214801665,1
-1744.5455496470881,-3675.285893395868,-155.6758828728866,1
-1839.6102237569771,-3562.596869591449,-178.81896833035023,1
-1900.993392286021,-3489.8336754362335,-193.76243632431218,1
-1914.1693551662843,-3474.214977864686,-196.97006773711036,1
-1912.8058577905176,-3475.8312584618025,-196.63813017372152,1
-1913.7791353428852,-3474.6775418126476,-196.87507040182592,1
-1949.7063780896992,-3432.089630466705,-205.62140290573194,1
-2024.1271305941186,-3343.8717721609046,-223.7388145641112,1
-2114.9807864795157,-3236.1744609709112,-245.8567457721667,1
-2205.4375953360695,-3128.947569573536,-267.8780662803165,1
-2330.1969822758547,-2981.058633369633,-298.2502016776426,1
-2566.6525089596344,-2700.765846120883,-355.81428120740156,1
-2607.691387688278,-2652.1186359425465,-365.8050194746744,1
-2791.787436429424,-2433.89242086175,-410.62240961765,1
-2820.666355437697,-2399.6595449586857,-417.65285806535684,1
-2830.8879867347864,-2387.5428921289895,-420.1412701788805,1
-2828.3427701179135,-2390.559974747867,-419.5216481560463,1
-2823.1324577698933,-2396.7362438795085,-418.25322005634104,1
-2831.723241924927,-2386.55278625753,-420.34460945737936,1
-2935.7168666568077,-2263.279444580975,-445.66140948573974,1
-2648.2464518060774,-2604.044936342234,-375.67797515878294,1
-2526.491305862731,-2748.372665522268,-346.0372092924252,1
-2307.7324568752156,-3007.6879303333117,-292.7813097261761,1
-2226.432889332792,-3104.0598896111283,-272.9892801746497,1
-2111.561854384239,-3240.227240027672,-245.0244214793091,1
-1991.2198787183254,-3382.879806687828,-215.72768583030384,1
-1878.0613556415424,-3517.017157076599,-188.1797307741582,1
-1747.0806825472166,-3672.2807639468383,-156.29305005831117,1
-1628.7795344651945,-3812.514147347438,-127.49314509452296,1
-1514.243331992892,-3948.2845896039307,-99.60979992336331,1
-1396.3236556659695,-4088.0657789577554,-70.90276261531096,1
-1265.9302567093341,-4242.633235024328,-39.15905125882665,1
-1168.5270207829192,-4358.0943742404725,-15.446652999587059,1
-1015.6648855718432,-4539.296118788432,21.76697542258495,1
-864.0383290842188,-4719.033216647358,58.679807526313766,1
-702.6288343388135,-4910.366943564665,97.97425381264844,1
-557.1896356974887,-5082.769589145111,133.38080029836414,1
-368.0102020590216,-5307.021614413183,179.43571859986363,1
-180.3703873273205,-5529.4485858086255,225.11582330982833,1
-14.747540075973575,-5725.776792381852,265.435992116336,1
174.6425056045582,-5950.278475744729,311.5421830123456,1
376.86618076508967,-6189.993056974347,360.7726657293289,1
598.1708970492019,-6452.326175715627,414.6483457235885,1
1171.2197730146024,-7131.614450034163,554.1546263893226,1
1153.095928905079,-9797.217863987602,917.2178639876017,1
988.3942456575626,-9799.47405142935,919.4740514293484,1
908.0629993471782,-9664.511228660114,949.0333081442612,1
842.2882207644983,-9452.008097854532,994.5696933168858,1
803.8456213896307,-9327.808930643423,1021.1838005764095,1
715.4334390914353,-9042.169572449253,1082.39223447516,1
-628.8341496380035,-4997.842665316749,115.93925196078567,1
-514.3967301147989,-5133.496010931333,143.7985488484572,1
-375.0114640698,-5298.722365625125,177.73129151858802,1
-305.35078049772255,-5381.29767030888,194.6898848975582,1
-197.76165608069437,-5508.833093072884,220.88199383803325,1
-60.50110685337768,-5671.5408227749285,254.29748335030132,1
59.4978779307105,-5813.786810356067,283.51071934642755,1
173.1377032157759,-5948.494693137802,311.1758453521552,1
277.8913293216567,-6072.6689353194915,336.6776644416018,1
422.1654765964213,-6243.690536864297,371.80058419014006,1
546.0453711337093,-6390.536928703441,401.9586109501539,1
629.8698405086836,-6489.901889591754,422.36531697776945,1
807.0577433962706,-6699.939235149512,465.50094876688235,1
940.5131724687709,-6858.136401072532,497.99009816655473,1
1020.8655468790254,-6953.385563997047,517.5515376297252,1
1097.7974616701608,-7044.580137148337,536.280280930938,1
1206.918308336055,-7173.931253139931,562.8452810555939,1
1387.6308309825058,-7388.1466591983635,606.8389663440556,1
1485.9920167665387,-7504.7433457176385,630.7845733701312,1
1619.767105366939,-7663.319433890023,663.3515425050601,1
1771.3023317262619,-7842.9482696305695,700.2421406824233,1
1930.9348069351722,-8032.175529569221,739.1039792164277,1
2038.828985836486,-8160.072561862351,765.370352357197,1
2140.7753457046783,-8286.258147473476,790.2769091802422,1
2159.499952807356,-8437.3924762308,796.9642688597698,1
2177.893280884809,-8585.852909998815,803.5333146017174,1
2250.8947198371598,-9175.078810114219,829.6052570847,1
2236.124847589792,-9055.864841260463,824.33030271064,1
2211.488466100137,-8857.014047808249,815.5315950357633,1
2175.755741788023,-8568.59991586047,802.7699077814368,1
2132.217792780004,-8270.775024025736,788.105455171162,1
1345.8979411983044,4743.693434882312,871.8477163330397,1
1244.2546290888415,4613.362010383075,846.7693664293965,1
1143.4195822475783,4484.066978358577,821.8904389844491,1
1044.5805080848904,4357.33126831072,797.5039758265524,1
947.215030172323,4232.485066725632,773.4810915565357,1
858.808902342889,4119.126928985462,751.6687385219838,1
792.195353580343,4033.7121730020845,735.2332461170192,1
811.421276716891,4058.36447818278,739.976838367532,1
864.0372166093753,4125.830898306601,752.9587151260514,1
903.4396341543695,4176.3543720185,762.6804330997697,1
871.4376212943758,4135.3200153419475,754.784609366089,1
808.0467101939985,4054.0374639123047,739.1442350385192,1
709.2316019715511,3927.332484023335,714.7636849724202,1
559.131357690714,3734.8674978987474,677.7296060096714,1
394.0692094918094,3523.2177153483763,637.0039918746146,1
222.47524887427528,3303.192562107949,594.6667903764567,1
58.42485132512627,3092.8400897365173,554.1908044390965,1
-96.80856294613136,2893.7931323718767,515.8902237217021,1
-244.7461775280309,2704.1011630201324,479.3897281613083,1
-378.18708366753003,2532.997496456214,446.46599057174956,1
-477.881554425285,2405.164960120102,421.8684762913315,1
-574.3915749412452,2281.415662785618,398.05665814533756,1
-674.8227374213641,2152.6385086522323,373.2773806736074,1
-776.1665877607056,2022.6910669087026,348.2729166646484,1
-908.6236378387455,1852.8489428834027,315.59192486969266,1
-1019.41640617885,1710.7856922641288,288.2561390362464,1
-1121.3923128441425,1580.02780072695,263.0957284197631,1
-1234.3239476147446,1435.2220036192248,235.23222227075462,1
-1338.0109818786402,1302.2700307126222,209.64962690097104,1
-1430.7899057764125,1183.3049058642637,186.7583783878758,1
-1523.069679433896,1064.9798129127987,163.9902847004219,1
-1601.827160258039,963.9935851644586,144.55853242231558,1
-1665.2085498372976,882.7232426385308,128.92050732986306,1
-1746.461366385694,778.5373881484368,108.87308343381002,1
-1798.910851929621,711.2844029463176,95.93227578558881,1
-740.6862305673485,-4865.253962642076,88.70934461843575,1
-741.6385334404869,-4864.125109236276,88.47751058564921,1
-739.7839810823267,-4866.32348309904,88.92899336947096,1
-738.0796406093136,-4868.343796805813,89.34390771683377,1
-740.9367699831812,-4864.956974907577,88.64835187675362,1
-740.9367699831812,-4864.956974907577,88.64835187675362,1
-1789.214769589761,723.717136563409,98.32458021336731,1
-1786.9808804862803,726.5815252082461,98.87574537534763,1
-1786.6195450426267,727.0448450481458,98.96489729789397,1
-1786.553080852846,727.1300682896215,98.98129593911085,1
-1788.2403843814718,724.9665351669353,98.56498927410414,1
-1801.2874017124527,708.2370886453414,95.34591210085284,1
-1824.1256051249952,678.9529624004736,89.71106565140309,1
-1848.009574753452,648.3279097553868,83.81819837858751,1
-1845.514208628427,651.5275754783156,84.43387749728521,1
-1845.7519426487127,651.2227426971649,84.37522162685968,1
-1845.7661641288519,651.2045073039396,84.37171277568513,1
-1844.8012497737318,652.4417619723736,84.6097851025558,1
-1845.1577190674898,651.9846817190689,84.52183380017073,1
-1844.8454047204668,652.3851446014203,84.5988907979409,1
-1843.945721441995,653.53875717905,84.82086872833025,1
-1849.8870046967668,645.9205883701272,83.35498201874168,1
-1839.3352926892717,659.4504471311393,85.9583950747965,1
-1837.1964566595434,662.1929546384172,86.48610788960798,1
-1833.7029724585605,666.6724502680888,87.34805165508413,1
-1836.0557589729547,663.6556062515008,86.76755105714011,1
-1834.178308762461,666.0629536242088,87.23077241748626,1
-1833.6174571196707,666.7821017119738,87.36915076673546,1
-1834.582284325917,665.5449587895719,87.13109994201676,1
-1832.419634359801,668.3180015498629,87.66468834487159,1
-1830.898704111015,670.268203700643,88.03994590158146,1
-1830.352108402568,670.9690722165201,88.17480689880563,1
-1833.4748531884231,666.9649546032556,87.40433528809001,1
-1833.0137870058938,667.5561534840315,87.5180936733122,1
-1831.3740201477353,669.6587330442123,87.92267166448397,1
-1831.682952771026,669.2626063534133,87.84644903593369,1
-1835.461596193271,664.4174673110581,86.91414822895001,1
-1832.9186933977794,667.678086596492,87.54155602148245,1
-1833.7030332601,666.6723723057407,87.34803665358277,1
-1832.514738101504,668.1960554436785,87.64122349645129,1
-1831.1363671961703,669.9634618755649,87.98130753290752,1
-1837.339005869405,662.010171913249,86.45093686960473,1
-1874.5313786480772,614.3205126119983,77.27450096907256,1
-1931.5200335401805,541.2472093297868,63.21374873401146,1
-2046.08129434071,394.35183566779983,34.948166629955665,1
-2200.5169489812397,196.32779999788704,-3.155583673875924,1
-2352.7037318607754,1.187364380388999,-40.704472160041746,1
-2527.5684962516452,-223.0317540722026,-83.8486757106862,1
-2726.176650451939,-477.69566768229924,-132.8510614199177,1
-2918.4836718276274,-724.279997894864,-180.2987751051342,1
-3104.302804106505,-962.5452777889017,-226.14573858328725,1
-3276.7184396270563,-1183.6240179143185,-268.685671085554,1
-3450.583745991846,-1406.561588318517,-311.58327938490413,1
-3622.3577124630256,-1626.817552803057,-353.9648935422792,1
-3769.534831519763,-1815.5343820982378,-390.2777528235676,1
-3769.0832990186586,-1814.9554077136447,-390.1663466737625,1
-3339.7374779052093,-1264.4297380242497,-284.23429361399553,1
-3150.5913056403156,-1021.898384428517,-237.56645298041437,1
-3167.0663689735416,-1043.02341890813,-241.63132841964017,1
-2938.478021712406,-749.9176128873094,-185.23196049726653,1
-2718.1024973185245,-467.34264142151005,-130.8589339178416,1
-2503.434526616094,-192.08614067035592,-77.89412619312972,1
-2295.315821631416,74.77261002027785,-26.545212066068984,1
-1928.804946392632,544.7286107937466,63.883639394715146,1
-1744.1502446680101,781.500807771486,109.44330411929471,1
-1755.5634075489506,766.8663596662052,106.62734617483832,1
-1565.8705956633867,1010.0986380839568,153.43005864006167,1
-1365.0556553697684,1267.592187694091,202.97692241344026,1
-1092.2266508057446,1617.4252664434748,270.2917422311059,1
-1034.7052505921076,1691.1816786800264,284.48393817166686,1
-615.5467139464248,2228.644774266827,387.90249300761116,1
-678.1677239951836,2148.34942306412,372.45207557502016,1
-500.79906669065906,2375.779140654594,416.2140620501552,1
-105.35807572564408,2882.830579536838,513.7808112228317,1
-95.91735171077426,2894.935881731605,516.1101113536033,1
246.22249049867912,3333.642296228213,600.5259228893938,1
393.1666991239488,3522.0604777551944,636.7813164193669,1
571.1623756846456,3750.2941863919004,680.6980067109779,1
776.4213613175584,4013.4860819884952,731.3413452222762,1
890.9690098114702,4160.364001365735,759.6035687759141,1
1039.429436566198,4350.726342961518,796.2330572462396,1
1128.0208814085283,4464.322102142524,818.0911333568705,1
1198.6316916095188,4554.862318587159,835.5128659672084,1
1312.8466543452912,4701.313653982935,863.6930063057541,1
1355.0534111729623,4755.432972083462,874.1066360277216,1
1384.1703869200535,4792.768010144217,881.2906375204618,1
1357.7626365803444,4758.90685737218,874.7750804272998,1
1312.5899988858473,4700.984559319049,863.6296819680969,1
1227.2923822018204,4591.6122882064465,842.5842886927857,1
1175.6461072914253,4525.389214209192,829.8416563784451,1
1088.4092619791186,4413.530380780701,808.3177992172779,1
1014.6329533762648,4318.931226198351,790.115046440499,1
935.3621697401056,4217.28681951722,770.5566474872784,1
878.0883353595596,4143.847846834875,756.4255332102091,1
813.9796641095678,4061.644952484418,740.6080666588092,1
753.7494501161354,3984.4151827657365,725.7475278791213,1
709.0045654405583,3927.0413680228467,714.7076684825303,1
641.3311384247294,3840.2675905782507,698.0106734057276,1
561.0622164454323,3737.3433280029285,678.2060048052282,1
503.3891287543494,3663.392415561652,663.9763831692974,1
421.1809578795928,3557.981564682992,643.6932456824416,1
384.63027441748056,3511.114707010078,634.6751331273036,1
384.5542339851953,3511.0172046987736,634.6563717496183,1
